"id"	"oas"
"SHMT1"	"oas:443544"
"EMX2"	"oas:101105042"
"EMX2"	"oas:101105042"
"MEI1"	"oas:101103890"
"OTOS"	"oas:101122143"
"USP46"	"oas:101114871"
"NDUFS1"	"oas:101115434"
"ECSIT"	"oas:101120161"
"HARS2"	"oas:101121599"
"CAT"	"oas:100037691"
"SPESP1"	"oas:101106331"
"GRIP2"	"oas:101109395"
"CES5A"	"oas:780451"
"CDK6"	"oas:100144761"
"ZKSCAN2"	"oas:101108275"
"ZKSCAN2"	"oas:101108275"
"CCDC146"	"oas:101118014"
"AASS"	"oas:101103973"
"ZNF706"	"oas:101102740"
"NOX5"	"oas:101113499"
"MID2"	"oas:101118329"
"COL11A1"	"oas:101117548"
"HADHA"	"oas:100192316"
"NWD1"	"oas:101114951"
"CEP97"	"oas:101112438"
"GLCE"	"oas:101106592"
"C1orf167"	"oas:105606459"
"C5orf30"	"oas:101114866"
"SMCR8"	"oas:101120176"
"CACNA1E"	"oas:101102503"
"NXPE3"	"oas:101112690"
"ALOX15B"	"oas:101121185"
"SAMD9"	"oas:101112306"
"MRM1"	"oas:101111204"
"ATRX"	"oas:101117394"
"ATRX"	"oas:101117394"
"PAQR5"	"oas:101113764"
"CNN1"	"oas:443488"
"ZNF608"	"oas:101109444"
"ZNF608"	"oas:101109444"
"FAM186B"	"oas:101118178"
"TSC22D3"	"oas:101114590"
"NFKBIZ"	"oas:101113187"
"SMPD1"	"oas:100307047"
"RER1"	"oas:101103910"
"PDPK1"	"oas:101117211"
"DZANK1"	"oas:101121697"
"DZANK1"	"oas:101121697"
"FOXN1"	"oas:101105170"
"MB"	"oas:100158235"
"RASL11B"	"oas:101104998"
"ELOF1"	"oas:101120572"
"ELF5"	"oas:101118445"
"KIF23"	"oas:101114023"
"ABT1"	"oas:101107052"
"NRN1"	"oas:101116419"
"BAHCC1"	"oas:101109374"
"ZDBF2"	"oas:101105062"
"ZDBF2"	"oas:101105062"
"SDCBP2"	"oas:101106194"
"CCDC134"	"oas:101112803"
"APOL6"	"oas:101104568"
"APOL6"	"oas:101104568"
"FEZF1"	"oas:101123206"
"YWHAZ"	"oas:780452"
"KIAA1755"	"oas:101123397"
"CPSF4"	"oas:105604798"
"RBFOX2"	"oas:101121163"
"FGL2"	"oas:101118266"
"ACP5"	"oas:100820744"
"NDUFA10"	"oas:101122393"
"EHF"	"oas:100913164"
"PPFIA1"	"oas:101117290"
"HADHB"	"oas:101109685"
"PRKCDBP"	"oas:101110967"
"APIP"	"oas:101105523"
"KCTD5"	"oas:101116367"
"NUP93"	"oas:101120350"
"ZMAT2"	"oas:101122023"
"CSRP1"	"oas:101111647"
"TLE3"	"oas:101107283"
"PDAP1"	"oas:101102867"
"ZPLD1"	"oas:101113639"
"CRTAM"	"oas:101111901"
"SCFD2"	"oas:101105251"
"SCFD2"	"oas:101105251"
"PRSS27"	"oas:101117468"
"MCRS1"	"oas:101123364"
"NUDT12"	"oas:101115365"
"NUDT12"	"oas:101115365"
"SLC38A10"	"oas:101118542"
"ADAM23"	"oas:101105313"
"C16orf82"	"oas:101119955"
"ANXA3"	"oas:101111885"
"ANXA3"	"oas:101111885"
"SGSM1"	"oas:101116605"
"HEPACAM2"	"oas:101112557"
"HEPACAM2"	"oas:101112557"
"ALOX12B"	"oas:101105929"
"FGF16"	"oas:101104968"
"SREBF2"	"oas:101104393"
"RNPC3"	"oas:101118319"
"SNPH"	"oas:101106451"
"SNPH"	"oas:101106451"
"FRMPD3"	"oas:101115608"
"FRMPD3"	"oas:101115608"
"HDAC4"	"oas:101108012"
"TMEM38A"	"oas:101115206"
"ADGRF3"	"oas:101110223"
"FAM13A"	"oas:101118358"
"FAM13A"	"oas:101118358"
"FAM185A"	"oas:101103470"
"ARPC1B"	"oas:101113558"
"UACA"	"oas:101107524"
"UACA"	"oas:101107524"
"BPI"	"oas:101118431"
"ALCAM"	"oas:101114151"
"BMP2"	"oas:101107523"
"CCKBR"	"oas:101118381"
"UBXN10"	"oas:101103384"
"DYTN"	"oas:101105559"
"KCNH3"	"oas:101118435"
"PDHX"	"oas:101105774"
"RAD21L1"	"oas:101120683"
"MORN1"	"oas:101121533"
"SLC12A3"	"oas:101120940"
"LARP6"	"oas:101114526"
"KDM8"	"oas:101108800"
"KDM8"	"oas:101108800"
"MDH1B"	"oas:101105807"
"MDH1B"	"oas:101105807"
"TNFRSF13C"	"oas:101104901"
"TNNI1"	"oas:101112151"
"GLUL"	"oas:101102999"
"GLUL"	"oas:101102999"
"PBDC1"	"oas:101117648"
"MYH9"	"oas:101106321"
"EFNA5"	"oas:101115792"
"CSNK1G3"	"oas:101109703"
"CSNK1G3"	"oas:101109703"
"UNC119"	"oas:101119999"
"LRRC49"	"oas:101107966"
"FIP1L1"	"oas:101115126"
"PIH1D3"	"oas:101115763"
"CXorf21"	"oas:105605689"
"SELENOI"	"oas:101110487"
"SELENOI"	"oas:101110487"
"CBLB"	"oas:101114404"
"CFAP47"	"oas:101117224"
"TRAF3IP1"	"oas:101108537"
"TRAF3IP1"	"oas:101108537"
"TRAF3IP1"	"oas:101108537"
"C20orf202"	"oas:101106705"
"ALOXE3"	"oas:101121693"
"RPP40"	"oas:101109398"
"RPP40"	"oas:101109398"
"GAPDH"	"oas:101103587"
"CNGA4"	"oas:101118637"
"TEPSIN"	"oas:101109630"
"KCNH4"	"oas:101110253"
"C11orf63"	"oas:101112344"
"CENPM"	"oas:101113226"
"FASTKD2"	"oas:101116708"
"NTNG1"	"oas:101120121"
"NTNG1"	"oas:101120121"
"NSMCE1"	"oas:101120214"
"DNAJC22"	"oas:101101970"
"SEPT3"	"oas:101113487"
"PGK1"	"oas:100216440"
"C1QL4"	"oas:101118941"
"FBXL13"	"oas:101118523"
"WBP2NL"	"oas:101105151"
"HERPUD1"	"oas:101121537"
"NR2E3"	"oas:101115281"
"CD44"	"oas:101113884"
"CEP120"	"oas:101110325"
"VAV3"	"oas:101120709"
"DRC1"	"oas:101110744"
"PSMF1"	"oas:101120937"
"DNAJB1"	"oas:101113897"
"LBP"	"oas:101101945"
"RBM41"	"oas:101116022"
"PCDHB6"	"oas:101102480"
"PCDHB6"	"oas:101102480"
"TNNT2"	"oas:105610024"
"SLC25A24"	"oas:101121132"
"SLC25A24"	"oas:101121132"
"KPNA7"	"oas:101114078"
"FAM160A2"	"oas:101118896"
"ILKAP"	"oas:101109322"
"BBX"	"oas:101115417"
"CPO"	"oas:101108542"
"PAQR3"	"oas:101112138"
"IL4R"	"oas:101109063"
"NLRC5"	"oas:101119413"
"PCDHB7"	"oas:101123120"
"RGSL1"	"oas:101103253"
"KLF7"	"oas:101117396"
"SLC35E1"	"oas:101116906"
"TROAP"	"oas:101119203"
"PCDHB14"	"oas:101102310"
"NAGA"	"oas:100145858"
"RSPO4"	"oas:101107213"
"CREB1"	"oas:443118"
"CREB1"	"oas:443118"
"TXN2"	"oas:101121670"
"GHDC"	"oas:101122535"
"SMDT1"	"oas:101105406"
"MORC4"	"oas:101116285"
"TAF9B"	"oas:101117906"
"NDUFA6"	"oas:101114007"
"LNX1"	"oas:101105501"
"SLC1A2"	"oas:443247"
"PJA2"	"oas:101116312"
"PCDHGA1"	"oas:101104745"
"KLHL30"	"oas:101109583"
"FAM102B"	"oas:101121642"
"MYO9A"	"oas:101108657"
"MYO9A"	"oas:101108657"
"KIAA1671"	"oas:101117110"
"OTOF"	"oas:101111175"
"CLDN2"	"oas:106990125"
"CD47"	"oas:101111153"
"PRDM6"	"oas:101103235"
"LRRC17"	"oas:101118781"
"CHERP"	"oas:101117160"
"GRAMD2"	"oas:101115544"
"FOXRED2"	"oas:101121924"
"MAN2A1"	"oas:101116572"
"C11orf42"	"oas:101119158"
"PDIA4"	"oas:100037677"
"METTL21A"	"oas:101118081"
"PKM"	"oas:101110145"
"ANKFY1"	"oas:101102652"
"ANTXR2"	"oas:101113070"
"ANTXR2"	"oas:101113070"
"CCNYL1"	"oas:101118334"
"TBC1D8B"	"oas:101116384"
"HENMT1"	"oas:101102695"
"IL21R"	"oas:100820753"
"FZD5"	"oas:101118762"
"IFT57"	"oas:101111421"
"ANGPT4"	"oas:101107460"
"PRPF38B"	"oas:101121896"
"CPNE2"	"oas:101121960"
"PPIC"	"oas:101111017"
"ESPNL"	"oas:101109851"
"PLEKHM3"	"oas:101119021"
"PARP6"	"oas:101110145"
"FAM192A"	"oas:101122209"
"HHLA2"	"oas:105613643"
"FNDC7"	"oas:101122147"
"ARMC10"	"oas:101103718"
"PRRG1"	"oas:101122412"
"PER1"	"oas:100174984"
"RNF128"	"oas:101117223"
"CRYGC"	"oas:101119537"
"MYH15"	"oas:101111932"
"SNX24"	"oas:101103475"
"LMBR1L"	"oas:101102713"
"CRYGB"	"oas:101119795"
"PAMR1"	"oas:101106200"
"PAMR1"	"oas:101106200"
"TMEM232"	"oas:101107020"
"RHEBL1"	"oas:101120485"
"EIF3D"	"oas:101122181"
"XK"	"oas:443049"
"NAPEPLD"	"oas:101119039"
"RSPRY1"	"oas:101122619"
"C2orf70"	"oas:101110494"
"ZNF786"	"oas:101107089"
"NAV1"	"oas:101112917"
"FAM110A"	"oas:101107721"
"SCLY"	"oas:101110111"
"TMEM202"	"oas:101116319"
"CXorf57"	"oas:101116637"
"CYBB"	"oas:100036757"
"TCF20"	"oas:101114510"
"STXBP3"	"oas:101122397"
"CRYGA"	"oas:101120055"
"ARL2BP"	"oas:100302309"
"C19orf44"	"oas:101117416"
"CHIC2"	"oas:101105753"
"SNX2"	"oas:101118328"
"NFAM1"	"oas:101105904"
"NFAM1"	"oas:101105904"
"SLC25A46"	"oas:101107280"
"ARIH1"	"oas:101116578"
"RALGAPB"	"oas:101104846"
"PLLP"	"oas:101122880"
"CIB4"	"oas:100303602"
"STAT5B"	"oas:101122961"
"PMPCB"	"oas:101119715"
"BBS4"	"oas:101110416"
"CACNG2"	"oas:101122427"
"WDR36"	"oas:101107787"
"KIAA1524"	"oas:101115924"
"C2orf80"	"oas:101120472"
"ZNF398"	"oas:101107348"
"KMT2D"	"oas:101120741"
"ADPGK"	"oas:101116836"
"RNASEL"	"oas:101103495"
"ASZ1"	"oas:100126570"
"IDH1"	"oas:443257"
"GPSM2"	"oas:101122644"
"SLC52A3"	"oas:101121443"
"SLC52A3"	"oas:101121443"
"SERHL2"	"oas:101106160"
"CALR3"	"oas:101115872"
"CRYBB3"	"oas:780513"
"RRP7A"	"oas:101114766"
"C9orf69"	"oas:101117578"
"KCNK3"	"oas:100141302"
"NEO1"	"oas:101117081"
"RAMP1"	"oas:101110380"
"TRIM44"	"oas:101114642"
"TRIM44"	"oas:101114642"
"POLDIP3"	"oas:101115019"
"IFT27"	"oas:100145882"
"SLC35F6"	"oas:101111438"
"FGF5"	"oas:100642180"
"RBM44"	"oas:101123420"
"RGS16"	"oas:101103743"
"DPYSL5"	"oas:101111869"
"CLCC1"	"oas:101122902"
"CRYBB2"	"oas:101104345"
"DZIP3"	"oas:101116191"
"LRRFIP1"	"oas:101101844"
"LRRFIP1"	"oas:101101844"
"REC114"	"oas:101110678"
"TCF15"	"oas:101107981"
"WDR47"	"oas:101123336"
"RGS8"	"oas:101103997"
"RAB17"	"oas:101110641"
"NPTN"	"oas:101110943"
"UBE2G1"	"oas:101111725"
"LDLRAD3"	"oas:101114902"
"PRLH"	"oas:443466"
"PVALB"	"oas:101122682"
"TMEM107"	"oas:101106184"
"PIKFYVE"	"oas:101120727"
"PIKFYVE"	"oas:101120727"
"A4GALT"	"oas:101106675"
"PRKAG1"	"oas:101103143"
"PRKAG1"	"oas:101103143"
"COMMD9"	"oas:101106458"
"C15orf59"	"oas:101111635"
"C15orf59"	"oas:101111635"
"QRFP"	"oas:100145863"
"TAF13"	"oas:101102102"
"MAPRE3"	"oas:101112123"
"GRK3"	"oas:101117366"
"BMP3"	"oas:101108049"
"TBC1D21"	"oas:101112061"
"PRR5L"	"oas:101106878"
"TMEM214"	"oas:101111009"
"TMEM214"	"oas:101111009"
"NCF4"	"oas:101122939"
"SDR39U1"	"oas:101112484"
"AURKB"	"oas:101106860"
"ARFGAP3"	"oas:101115447"
"ARFGAP3"	"oas:101115447"
"KHNYN"	"oas:101112733"
"WNT1"	"oas:101113129"
"TMEM167B"	"oas:101102351"
"EPS15L1"	"oas:101117929"
"EPS15L1"	"oas:101117929"
"SPNS3"	"oas:101111981"
"CBLN3"	"oas:101112982"
"FKBP11"	"oas:101103798"
"AGBL5"	"oas:101112799"
"WNT2"	"oas:101116782"
"PDGFRA"	"oas:101106012"
"PDGFRA"	"oas:101106012"
"MORC1"	"oas:101112697"
"MORC1"	"oas:101112697"
"PRKG2"	"oas:101113758"
"NYNRIN"	"oas:105611820"
"PTH2R"	"oas:101120988"
"TBC1D20"	"oas:101108244"
"C1orf194"	"oas:101102854"
"TRAF6"	"oas:101107132"
"COL6A3"	"oas:443051"
"DOLK"	"oas:101116296"
"PSMC2"	"oas:101119977"
"KIAA1324"	"oas:101103105"
"NFATC4"	"oas:101118617"
"PACSIN2"	"oas:101115867"
"IPO9"	"oas:101113164"
"EMILIN1"	"oas:101113218"
"DHX9"	"oas:101105091"
"RIPK3"	"oas:101118877"
"ST7"	"oas:100126576"
"CCDC65"	"oas:101104220"
"CSF2RB"	"oas:101123199"
"C11orf74"	"oas:101107893"
"RND1"	"oas:101104473"
"ADIG"	"oas:100127222"
"MAP2"	"oas:100302082"
"MAP2"	"oas:100302082"
"ADCY4"	"oas:101119139"
"SLC32A1"	"oas:101105268"
"TTLL1"	"oas:101107185"
"DDX23"	"oas:101104730"
"RBCK1"	"oas:101122207"
"UBQLN3"	"oas:101120438"
"SARS"	"oas:100135438"
"CTC1"	"oas:101111554"
"CTC1"	"oas:101111554"
"KHK"	"oas:101113479"
"LTB4R"	"oas:106990147"
"LTB4R"	"oas:106990147"
"DPPA2"	"oas:101113457"
"COPS8"	"oas:101102596"
"CGREF1"	"oas:101114090"
"CIDEB"	"oas:101113497"
"TEX33"	"oas:101123456"
"TEX33"	"oas:101123456"
"IQCA1"	"oas:101103100"
"MYO18B"	"oas:101117620"
"ABHD1"	"oas:101119354"
"ABHD1"	"oas:101119354"
"BIK"	"oas:101104205"
"MCAT"	"oas:101116642"
"ASB18"	"oas:101103518"
"ASB18"	"oas:101103518"
"NOP9"	"oas:101119644"
"NOP9"	"oas:101119644"
"GBX2"	"oas:101103768"
"TRIB3"	"oas:101122616"
"TRIB3"	"oas:101122616"
"DHRS1"	"oas:101113760"
"AGAP1"	"oas:101111683"
"CELSR2"	"oas:101103606"
"SLC26A5"	"oas:101120234"
"PSRC1"	"oas:101103854"
"RABGGTA"	"oas:101114020"
"TSPO"	"oas:101104839"
"PREB"	"oas:101114090"
"SHCBP1L"	"oas:101105346"
"SHCBP1L"	"oas:101105346"
"CACNB3"	"oas:101104978"
"CACNB3"	"oas:101104978"
"TST"	"oas:101122649"
"TGM1"	"oas:101114274"
"MYBBP1A"	"oas:101112494"
"TINF2"	"oas:101114958"
"MYBPHL"	"oas:101104282"
"TTLL12"	"oas:101107185"
"KANSL1L"	"oas:101122579"
"ZBTB26"	"oas:101110216"
"SH3BP4"	"oas:101104281"
"NRSN2"	"oas:101122878"
"GMPR2"	"oas:101114524"
"ZCCHC3"	"oas:101108507"
"SPP2"	"oas:443510"
"NEDD8"	"oas:101107775"
"MPST"	"oas:101122230"
"ZBTB6"	"oas:101110662"
"TCF23"	"oas:101115014"
"C20orf96"	"oas:101108769"
"TRPM8"	"oas:101104537"
"KCTD17"	"oas:101106839"
"NECTIN3"	"oas:101113983"
"ACADL"	"oas:101123271"
"CD96"	"oas:101117717"
"LAMC1"	"oas:101105588"
"ADCY6"	"oas:101105735"
"TSSK4"	"oas:101115710"
"SORT1"	"oas:101104538"
"SORT1"	"oas:101104538"
"SLC5A6"	"oas:101115267"
"SCUBE1"	"oas:101107434"
"IPO4"	"oas:101120166"
"HJURP"	"oas:101111929"
"MYL1"	"oas:101101869"
"TMPRSS6"	"oas:101102553"
"TMPRSS6"	"oas:101102553"
"PLCXD2"	"oas:101118402"
"REC8"	"oas:101116402"
"LANCL1"	"oas:101102292"
"IL2RB"	"oas:101107088"
"CCNT1"	"oas:101106415"
"MPPED1"	"oas:101116897"
"IRF9"	"oas:101116656"
"ATRAID"	"oas:101115524"
"PSMA5"	"oas:101104946"
"PHLDB2"	"oas:101118837"
"C1QTNF6"	"oas:101102801"
"CPS1"	"oas:101107584"
"KANSL2"	"oas:101106671"
"PSME2"	"oas:100135691"
"SYPL2"	"oas:101103207"
"EFCAB6"	"oas:101117152"
"SULT4A1"	"oas:101107692"
"EMC9"	"oas:101117671"
"UGT1A1"	"oas:100534644"
"UGT1A1"	"oas:100534644"
"CYTH4"	"oas:101103309"
"PSME1"	"oas:101117421"
"ABHD10"	"oas:101119354"
"CAD"	"oas:100171391"
"CAD"	"oas:100171391"
"LALBA"	"oas:443386"
"ATXN7L2"	"oas:101103448"
"DCAF11"	"oas:101117933"
"PNPLA5"	"oas:101117407"
"FITM1"	"oas:101120413"
"ELFN2"	"oas:101107857"
"ERBB4"	"oas:101103044"
"ERBB4"	"oas:101103044"
"TAGLN3"	"oas:101119600"
"MFNG"	"oas:101103554"
"MID1IP1"	"oas:101102702"
"PCK2"	"oas:101120669"
"TMPRSS7"	"oas:101120035"
"SLC30A3"	"oas:101111534"
"NRL"	"oas:101118360"
"DNAJC5G"	"oas:101116034"
"GNAI3"	"oas:101103693"
"TRIM54"	"oas:101111790"
"PNPLA3"	"oas:101117659"
"CPNE6"	"oas:101118614"
"SAMM50"	"oas:101117919"
"IKZF2"	"oas:101103788"
"CARD10"	"oas:101108123"
"CARMIL3"	"oas:101120924"
"C3orf52"	"oas:101114237"
"GCSAM"	"oas:101120459"
"GCSAM"	"oas:101120459"
"MPV17"	"oas:101116554"
"GNAT2"	"oas:100233166"
"GTF3C2"	"oas:101116974"
"PARVB"	"oas:101118176"
"AMPD2"	"oas:101107149"
"USP40"	"oas:101104791"
"JPH4"	"oas:101121939"
"JPH4"	"oas:101121939"
"VWC2L"	"oas:101104637"
"C12orf54"	"oas:101107343"
"AP1G2"	"oas:101119310"
"BARD1"	"oas:101108373"
"SLC9C1"	"oas:101114487"
"SLC9C1"	"oas:101114487"
"THTPA"	"oas:101119565"
"ZNF641"	"oas:101107587"
"EIF2B4"	"oas:101117233"
"PARVG"	"oas:105610645"
"SNX17"	"oas:101117487"
"ASB8"	"oas:101108118"
"KIAA1644"	"oas:101107952"
"PRR5"	"oas:101106878"
"DGKD"	"oas:101112442"
"ABCA12"	"oas:101104887"
"ZFHX2"	"oas:101122193"
"ZFHX2"	"oas:101122193"
"CD200"	"oas:101120715"
"CD200"	"oas:101120715"
"PFKM"	"oas:443489"
"NGDN"	"oas:101119824"
"NGDN"	"oas:101119824"
"ZNF513"	"oas:101117741"
"SYT10"	"oas:101104476"
"PPM1G"	"oas:101118001"
"SAG"	"oas:101105037"
"BTLA"	"oas:101120975"
"ATIC"	"oas:101103029"
"SENP1"	"oas:101108642"
"PHF21B"	"oas:101108478"
"PKP2"	"oas:101104733"
"NRBP1"	"oas:101118257"
"MYH7"	"oas:442995"
"MYH7"	"oas:442995"
"KRTCAP3"	"oas:101112044"
"ATG3"	"oas:101121560"
"GSTM3"	"oas:100037663"
"ATG16L1"	"oas:101112693"
"ATG16L1"	"oas:101112693"
"MPC1L"	"oas:101123100"
"CMTM5"	"oas:101120333"
"NUP50"	"oas:101118939"
"INPP5D"	"oas:101112941"
"IL25"	"oas:100499506"
"EFS"	"oas:100049065"
"FN1"	"oas:101109233"
"FN1"	"oas:101109233"
"SLC35A5"	"oas:101121815"
"CCDC80"	"oas:101122067"
"COL2A1"	"oas:100196905"
"EPS8L3"	"oas:101109134"
"KIAA0930"	"oas:101108740"
"IFT172"	"oas:101118681"
"PPP1R3E"	"oas:101122699"
"DNM1L"	"oas:101108646"
"HOMEZ"	"oas:101121520"
"NEU2"	"oas:101113191"
"GPR34"	"oas:105605440"
"MREG"	"oas:101108896"
"NGEF"	"oas:101113454"
"RNF212B"	"oas:105608567"
"CSF1"	"oas:101104200"
"PECR"	"oas:101106744"
"UPK3A"	"oas:101119631"
"TMEM169"	"oas:101106997"
"SLC7A8"	"oas:443250"
"GIGYF2"	"oas:101105449"
"FGD4"	"oas:101105233"
"FGD4"	"oas:101105233"
"FNDC4"	"oas:101118933"
"KCNJ13"	"oas:101105861"
"CEBPE"	"oas:101122954"
"GTPBP8"	"oas:101122565"
"ZSCAN20"	"oas:101106119"
"XRCC5"	"oas:101107255"
"ACIN1"	"oas:101122696"
"AHCYL1"	"oas:101109660"
"AHCYL1"	"oas:101109660"
"FAM118A"	"oas:101119201"
"TMEM106C"	"oas:101109162"
"VDR"	"oas:101107273"
"GCKR"	"oas:101112303"
"CDH24"	"oas:101123215"
"HDAC7"	"oas:101107515"
"C2orf16"	"oas:105610516"
"NEPRO"	"oas:101122825"
"GPR82"	"oas:101105390"
"BICD1"	"oas:101105646"
"BICD1"	"oas:101105646"
"PSMB5"	"oas:101123468"
"BOC"	"oas:101123082"
"C14orf93"	"oas:101101893"
"MARCH4"	"oas:101107500"
"STRIP1"	"oas:101104453"
"ZNF512"	"oas:101119194"
"SMC1B"	"oas:101120069"
"CSMD2"	"oas:101114234"
"CCDC121"	"oas:101112804"
"KCNF1"	"oas:101103556"
"KIAA1551"	"oas:101106510"
"PRMT5"	"oas:101102816"
"SMARCAL1"	"oas:101107765"
"ALX3"	"oas:101104710"
"SLC48A1"	"oas:101107779"
"RBM23"	"oas:101103725"
"GPN1"	"oas:101119805"
"RAPGEF3"	"oas:101109786"
"RIBC2"	"oas:101120317"
"AMN1"	"oas:101106760"
"AMN1"	"oas:101106760"
"REM2"	"oas:101110040"
"FBLN1"	"oas:100037704"
"RPL37A"	"oas:101109155"
"LRP10"	"oas:101104404"
"C1orf94"	"oas:101106635"
"SLC6A17"	"oas:101110465"
"SUPT7L"	"oas:101120226"
"SPICE1"	"oas:101115253"
"FAM84A"	"oas:101105319"
"MMP14"	"oas:443116"
"MMP14"	"oas:443116"
"DLGAP3"	"oas:101114484"
"ETFBKMT"	"oas:101107011"
"IGFBP2"	"oas:443469"
"IGFBP2"	"oas:443469"
"MRPL52"	"oas:101104665"
"ATXN10"	"oas:101109264"
"IGFBP5"	"oas:443133"
"ENDOU"	"oas:101110045"
"SLC7A7"	"oas:101105078"
"DUSP21"	"oas:101107669"
"TNP1"	"oas:101108026"
"PPARA"	"oas:443457"
"KCNC4"	"oas:101105210"
"OXA1L"	"oas:101105503"
"RBM15"	"oas:101110718"
"ZMYM6"	"oas:101108433"
"SLC16A4"	"oas:101110981"
"SLC4A1AP"	"oas:101120479"
"SLC4A1AP"	"oas:101120479"
"SIDT1"	"oas:101115505"
"ABHD4"	"oas:101105755"
"ZMYM1"	"oas:101108698"
"SFPQ"	"oas:101115249"
"DAD1"	"oas:101107964"
"RHOB"	"oas:100158235"
"CDPF1"	"oas:101120820"
"DENND5B"	"oas:101109436"
"DENND5B"	"oas:101109436"
"TNS1"	"oas:101109946"
"PKDREJ"	"oas:101110050"
"TTC38"	"oas:101110320"
"RPAP3"	"oas:101110665"
"RBKS"	"oas:101120994"
"PROK1"	"oas:101111502"
"SLC38A4"	"oas:101111619"
"BRE"	"oas:100145862"
"CD53"	"oas:101112271"
"RUFY4"	"oas:101108551"
"LRIF1"	"oas:101105972"
"DRAM2"	"oas:101112523"
"USF3"	"oas:101123595"
"USF3"	"oas:101123595"
"ZMYM4"	"oas:101115501"
"ZMYM4"	"oas:101115501"
"TDRD15"	"oas:105607653"
"TRMU"	"oas:105610823"
"SLC38A2"	"oas:101112042"
"FAM60A"	"oas:105607154"
"FOSL2"	"oas:101122588"
"NAA50"	"oas:101115755"
"ATP6V1A"	"oas:101102025"
"CEPT1"	"oas:101112775"
"CEPT1"	"oas:101112775"
"OST4"	"oas:101112550"
"KIAA0319L"	"oas:101109922"
"UCN"	"oas:101122570"
"NCDN"	"oas:101115750"
"AAMP"	"oas:101110742"
"CELSR1"	"oas:101111090"
"CAPRIN2"	"oas:101109694"
"PNKD"	"oas:101109335"
"PNKD"	"oas:101109335"
"SLC38A1"	"oas:101104635"
"RPS26"	"oas:106990112"
"DENND2D"	"oas:101113024"
"GRAMD1C"	"oas:101116013"
"PLB1"	"oas:101113054"
"PCBP1"	"oas:101106505"
"CHI3L2"	"oas:101106229"
"TFAP2E"	"oas:101116009"
"PSMB2"	"oas:101110188"
"ASPRV1"	"oas:101115358"
"TMBIM1"	"oas:101109777"
"SCAF11"	"oas:101112717"
"CATIP"	"oas:101111003"
"IPO8"	"oas:101108038"
"SLC11A1"	"oas:443365"
"GRAMD4"	"oas:101111359"
"CLSPN"	"oas:101110630"
"PPP1CB"	"oas:101123197"
"PPP1CB"	"oas:101123197"
"CHIA"	"oas:100049063"
"SPDYA"	"oas:101123454"
"B3GNT2"	"oas:101117403"
"ZDHHC23"	"oas:101102277"
"ZDHHC23"	"oas:101102277"
"ARID2"	"oas:101112969"
"CCDC191"	"oas:101116278"
"CTDSP1"	"oas:101110306"
"TRMT61B"	"oas:101102217"
"CERK"	"oas:101123449"
"TMTC1"	"oas:101108298"
"WDR43"	"oas:101113318"
"AGO4"	"oas:101116530"
"AGO4"	"oas:101116530"
"QTRT2"	"oas:101102525"
"VIL1"	"oas:101110570"
"SFT2D3"	"oas:101108631"
"ANO6"	"oas:101108825"
"FAM179A"	"oas:101113576"
"OVCH1"	"oas:101110225"
"C2orf88"	"oas:101111429"
"AGO1"	"oas:101111060"
"C2orf71"	"oas:101113835"
"DRD3"	"oas:101103110"
"DBX2"	"oas:101113223"
"USP37"	"oas:101110822"
"HSBP1"	"oas:101122048"
"WDR77"	"oas:101114321"
"BRD1"	"oas:101121337"
"ATP5F1"	"oas:101114570"
"AGO3"	"oas:101111326"
"C1orf162"	"oas:101114830"
"CLIP4"	"oas:101102710"
"SALL2"	"oas:101107790"
"TEKT2"	"oas:101111755"
"TMIGD3"	"oas:104564309"
"TMIGD3"	"oas:104564309"
"TMIGD3"	"oas:104564309"
"TIGIT"	"oas:101116533"
"TIGIT"	"oas:101116533"
"METTL3"	"oas:101108050"
"ZBTB20"	"oas:101116796"
"TOX4"	"oas:101108312"
"NELL2"	"oas:101113484"
"ERGIC2"	"oas:101108735"
"ERGIC2"	"oas:101108735"
"CNOT9"	"oas:101111075"
"RAB2B"	"oas:101108752"
"PLCD4"	"oas:101111344"
"ALG12"	"oas:101112896"
"ADORA3"	"oas:443330"
"ADPRHL2"	"oas:101116791"
"RAP1A"	"oas:101115080"
"YPEL5"	"oas:101103386"
"COL8A2"	"oas:101117040"
"LBH"	"oas:101103634"
"TRAPPC3"	"oas:101112011"
"LCLAT1"	"oas:101103884"
"LSAMP"	"oas:101104028"
"FAR2"	"oas:101109003"
"CHD8"	"oas:101109181"
"TMEM117"	"oas:101114508"
"TMEM117"	"oas:101114508"
"ZNF142"	"oas:101111263"
"FAM212B"	"oas:101107251"
"PHOSPHO2"	"oas:101119113"
"DDX20"	"oas:101115665"
"SUPT16H"	"oas:101109451"
"MAP7D1"	"oas:101112772"
"MAP7D1"	"oas:101112772"
"IGSF11"	"oas:101104446"
"IGSF11"	"oas:101104446"
"KCND3"	"oas:101115919"
"CAPN13"	"oas:101104136"
"B3GALT1"	"oas:101122666"
"CCDC91"	"oas:101109260"
"TWF1"	"oas:101114765"
"IL17REL"	"oas:101113671"
"PTHLH"	"oas:443135"
"RNF25"	"oas:101112198"
"RPGRIP1"	"oas:101109708"
"STK36"	"oas:101112457"
"THRAP3"	"oas:101113021"
"CTTNBP2NL"	"oas:101116359"
"UPK1B"	"oas:101104704"
"TMEM253"	"oas:101114447"
"GALNT14"	"oas:101104386"
